week_number,work_location,shift_time,department_group,actual_attendance,greykite_forecast,four_week_rolling_avg,six_week_rolling_avg,exponential_smoothing_alpha_2,exponential_smoothing_alpha_4,exponential_smoothing_alpha_6,exponential_smoothing_alpha_8,exponential_smoothing_alpha_1,four_week_rolling_avg_shift2
2025-W38,AZ Phoenix,AM,Production,83.84,,84.306670357,84.237165582,84.617124254,84.10323438,83.908263973,83.714507733,83.520179372,84.30250000000001
2025-W39,AZ Phoenix,AM,Production,85.66,,84.873239437,84.291468327,84.998770384,85.058848591,85.472587896,85.975415714,86.565420561,84.88999999999999
2025-W40,AZ Phoenix,AM,Production,79.31,,84.569138277,84.596577017,84.773406243,84.584526116,84.506754957,84.276766486,83.844339623,84.58
2024-W12,AZ Phoenix,AM,Quality,76.71,,,,74.324324324,74.324324324,74.324324324,74.324324324,74.324324324,79.53
2024-W13,AZ Phoenix,AM,Quality,73.97,,,,74.324324324,74.324324324,74.324324324,74.324324324,74.324324324,76.925
2024-W14,AZ Phoenix,AM,Quality,79.31,,,,74.796747967,75.27173913,75.749318801,76.229508197,76.712328767,76.85333333333334
2024-W15,AZ Phoenix,AM,Quality,79.29,,76.014109347,,74.633351439,74.754634678,74.685620558,74.424972618,73.97260274,76.1325
2024-W16,AZ Phoenix,AM,Quality,82.35,,76.068376068,,75.557129625,76.564040758,77.450387554,78.32745703,79.310344828,76.0775
2024-W17,AZ Phoenix,AM,Quality,77.94,,77.296360485,77.112676056,76.274859205,77.625275729,78.534461421,79.088392776,79.285714286,77.32
2024-W18,AZ Phoenix,AM,Quality,77.27,,78.659611993,77.584204413,77.426401098,79.454842631,80.784446026,81.680804948,82.352941176,78.73
2024-W19,AZ Phoenix,AM,Quality,77.04,,79.712746858,78.209658422,77.524968553,78.861346084,79.090859825,78.693533169,77.941176471,79.7225
2024-W20,AZ Phoenix,AM,Quality,82.73,,79.227941176,78.323353293,77.477417697,78.244795586,78.016242164,77.564078846,77.272727273,79.21249999999999
2024-W21,AZ Phoenix,AM,Quality,81.68,,78.66419295,78.883495146,77.391897349,77.76392713,77.426968757,77.141092058,77.037037037,78.65
2024-W22,AZ Phoenix,AM,Quality,88.98,,78.782287823,79.462102689,78.460068443,79.781249183,80.651918385,81.643983163,82.73381295,78.745
2024-W23,AZ Phoenix,AM,Quality,75.78,,79.702048417,79.851668727,79.073843256,80.520275757,81.256875171,81.672003766,81.679389313,79.68
2024-W24,AZ Phoenix,AM,Quality,79.2,,82.518796992,80.875,80.932338408,83.785688142,85.795715161,87.466023801,88.976377953,82.60750000000002
2024-W25,AZ Phoenix,AM,Quality,84.73,,82.285714286,80.555555556,79.947295166,80.636342534,79.816899063,78.119439452,75.78125,82.2925
2024-W26,AZ Phoenix,AM,Quality,80.0,,81.409001957,80.891719745,79.805864958,80.075615336,79.451020598,78.979735196,79.2,81.41
2024-W27,AZ Phoenix,AM,Quality,80.71,,82.191780822,82.202304738,80.784704745,81.963763691,82.664694621,83.620441882,84.732824427,82.1725
2024-W28,AZ Phoenix,AM,Quality,79.55,,79.961464355,81.724581725,80.624804462,81.157647178,81.037834607,80.702128289,80.0,79.92750000000001
2024-W29,AZ Phoenix,AM,Quality,75.59,,81.167608286,81.55216285,80.643501869,80.973637454,80.839554369,80.711938539,80.714285714,81.16
2024-W30,AZ Phoenix,AM,Quality,79.13,,81.226765799,80.02528445,80.426524022,80.40987,80.074841318,79.788263555,79.545454545,81.2475
2024-W31,AZ Phoenix,AM,Quality,82.48,,79.026217228,80.0,79.497940754,78.541780539,77.442531785,76.463391415,75.590551181,78.9625
2024-W32,AZ Phoenix,AM,Quality,81.68,,78.793774319,80.0,79.432327227,78.759043782,78.405656523,78.548889643,79.130434783,78.745
2024-W33,AZ Phoenix,AM,Quality,87.97,,79.256360078,79.643765903,80.072787373,80.333399699,80.971756104,81.786618648,82.481751825,79.1875
2024-W34,AZ Phoenix,AM,Quality,91.27,,79.803921569,79.923273657,80.395171494,80.87532111,81.396894524,81.701113349,81.679389313,79.72
2024-W35,AZ Phoenix,AM,Quality,90.24,,82.945736434,81.161290323,81.932615031,83.750153822,85.366645519,86.728059563,87.969924812,82.815
2024-W36,AZ Phoenix,AM,Quality,90.52,,85.768500949,83.094928479,83.741996887,86.684139122,88.840939279,90.323333734,91.26984127,85.85
2024-W37,AZ Phoenix,AM,Quality,86.67,,87.719298246,85.490196078,84.985416343,88.066419651,89.668051163,90.260233686,90.243902439,87.78999999999999
2024-W38,AZ Phoenix,AM,Quality,88.43,,89.959839357,87.206266319,86.003104301,88.995319716,90.1619298,90.463088221,90.517241379,90.0
2024-W39,AZ Phoenix,AM,Quality,99.17,,89.690721649,87.983978638,86.130624367,88.075005113,88.062479281,87.413618321,86.666666667,89.675
2024-W40,AZ Phoenix,AM,Quality,89.91,,88.958333333,89.174560217,86.578931159,88.216585577,88.28366998,88.228525954,88.429752066,88.96499999999999
2024-W41,AZ Phoenix,AM,Quality,93.27,,91.194968553,91.046831956,89.029353651,92.568936069,94.801571017,96.968798722,99.166666667,91.1975
2024-W42,AZ Phoenix,AM,Quality,88.68,,91.063829787,90.832157969,89.188451322,91.569386911,91.981679619,91.433514461,89.908256881,91.04499999999999
2024-W43,AZ Phoenix,AM,Quality,88.68,,92.731277533,91.304347826,89.913032742,92.205100993,92.727012501,92.881953872,93.269230769,92.69500000000001
2024-W44,AZ Phoenix,AM,Quality,90.99,,92.938496583,91.029411765,89.68541853,90.835345559,90.314692636,89.516266514,88.679245283,92.75750000000001
2024-W45,AZ Phoenix,AM,Quality,92.86,,90.117647059,91.441441441,89.496870036,89.987970453,89.336075789,88.846509417,88.679245283,90.135
2024-W46,AZ Phoenix,AM,Quality,100.92,,90.398126464,91.920731707,89.791172,90.396050933,90.346179539,90.577760707,90.990990991,90.405
2024-W47,AZ Phoenix,AM,Quality,91.15,,90.344827586,90.740740741,90.401291086,91.395855909,91.868442916,92.407816835,92.857142857,90.3025
2024-W48,AZ Phoenix,AM,Quality,89.09,,93.378995434,92.592592593,92.450898436,95.177871214,97.261303887,99.183196436,100.917431193,93.3625
2024-W49,AZ Phoenix,AM,Quality,73.39,,93.93258427,92.237442922,92.188675294,93.538762652,93.551960622,92.717165064,91.150442478,93.97999999999999
2024-W50,AZ Phoenix,AM,Quality,89.42,,93.468468468,92.284417549,91.578360127,91.769851002,90.891729809,89.828261977,89.090909091,93.505
2024-W51,AZ Phoenix,AM,Quality,80.0,,88.662131519,89.759036145,88.011357026,84.485315293,80.457645555,76.716393175,73.394495413,88.6375
2024-W52,AZ Phoenix,AM,Quality,72.55,,85.779816514,89.497716895,88.279016745,86.394533374,85.722073903,86.779327397,89.423076923,85.7625
2025-W01,AZ Phoenix,AM,Quality,73.04,,82.978723404,87.441860465,86.742514943,83.948115373,82.372809062,81.410184366,80.0,82.975
2025-W02,AZ Phoenix,AM,Quality,70.94,,78.795180723,82.75862069,84.026606692,79.455949561,76.490240571,74.307488459,72.549019608,78.84
2025-W03,AZ Phoenix,AM,Quality,90.0,,78.622327791,79.53125,81.693855314,76.727723601,74.325842715,73.272525354,73.043478261,78.7525
2025-W04,AZ Phoenix,AM,Quality,83.33,,73.963133641,76.352395672,79.40690659,74.302240126,72.243766427,71.391725529,70.94017094,74.1325
2025-W05,AZ Phoenix,AM,Quality,88.35,,76.267281106,78.996865204,81.368134105,80.170401355,82.32671208,85.814729373,90.0,76.6325
2025-W06,AZ Phoenix,AM,Quality,102.27,,78.801843318,77.987421384,81.743438576,81.399405835,82.922136431,83.834328298,83.333333333,79.3275
2025-W07,AZ Phoenix,AM,Quality,80.0,,82.701421801,79.342723005,83.026581953,84.147405734,86.172700986,87.451795452,88.349514563,83.155
2025-W08,AZ Phoenix,AM,Quality,82.18,,90.58524173,83.68,86.333064352,90.676337357,95.208977183,98.921476281,102.272727273,90.9875
2025-W09,AZ Phoenix,AM,Quality,88.89,,89.349112426,85.585585586,85.706413613,88.168597471,88.855207192,86.352301434,80.0,88.4875
2025-W10,AZ Phoenix,AM,Quality,84.0,,89.020771513,88.126159555,84.939783458,85.366873198,84.174851879,82.671917167,82.178217822,88.2
2025-W11,AZ Phoenix,AM,Quality,88.89,,89.189189189,87.918215613,85.770099007,86.892361513,87.154332062,87.720573794,88.888888889,88.335
2025-W12,AZ Phoenix,AM,Quality,88.0,,84.347826087,88.059701493,85.398765477,85.672683935,85.215040545,84.729324573,84.0,83.7675
2025-W13,AZ Phoenix,AM,Quality,88.0,,85.964912281,88.157894737,86.11807942,86.992303616,87.431958646,88.053580909,88.888888889,85.99000000000001
2025-W14,AZ Phoenix,AM,Quality,88.0,,87.43718593,85.845588235,86.506681384,87.403993177,87.77492781,88.010638982,88.0,87.445
2025-W15,AZ Phoenix,AM,Quality,89.0,,87.218045113,86.644407346,86.813051045,87.645425827,87.910309704,88.002124735,88.0,87.2225
2025-W16,AZ Phoenix,AM,Quality,79.59,,88.220551378,87.62541806,87.055315669,87.788331556,87.96417777,88.000424825,88.0,88.2225
2025-W17,AZ Phoenix,AM,Quality,87.36,,88.25,87.646076795,87.450615899,88.275198556,88.585919897,88.800096466,89.0,88.25
2025-W18,AZ Phoenix,AM,Quality,86.36,,86.180904523,86.934673367,85.88385127,84.834467925,83.232298646,81.463412794,79.591836735,86.14750000000001
2025-W19,AZ Phoenix,AM,Quality,81.82,,85.974025974,86.666666667,86.150598305,85.766530174,85.579540672,86.057350225,87.356321839,85.98750000000001
2025-W20,AZ Phoenix,AM,Quality,85.71,,85.522788204,86.387434555,86.190300524,85.995749569,86.042188595,86.301668424,86.363636364,85.5775
2025-W21,AZ Phoenix,AM,Quality,82.42,,83.656509695,85.383244207,85.364237555,84.365780064,83.524782047,82.716964691,81.818181818,83.7825
2025-W22,AZ Phoenix,AM,Quality,90.11,,85.30259366,84.95412844,85.428634336,84.882248726,84.810359632,85.091913446,85.714285714,85.3125
2025-W23,AZ Phoenix,AM,Quality,83.33,,84.045584046,83.768656716,84.828121098,83.874658029,83.341359397,82.922942222,82.417582418,84.07749999999999
2025-W24,AZ Phoenix,AM,Quality,87.36,,85.028248588,85.633270321,85.882091949,86.401438067,87.439676709,88.688186458,90.10989011,85.015
2025-W25,AZ Phoenix,AM,Quality,82.22,,85.393258427,84.962406015,85.377745672,85.172744644,84.977774852,84.411454745,83.333333333,85.3925
2025-W26,AZ Phoenix,AM,Quality,90.22,,85.793871866,85.122410546,85.759542115,86.029086033,86.385042066,86.750408577,87.356321839,85.805
2025-W27,AZ Phoenix,AM,Quality,85.87,,85.754189944,85.178236398,85.05315609,84.493401925,83.867521546,83.108680505,82.222222222,85.755
2025-W28,AZ Phoenix,AM,Quality,81.52,,85.793871866,85.95194085,86.103007614,86.824939133,87.722850158,88.826400294,90.217391304,85.7825
2025-W29,AZ Phoenix,AM,Quality,85.71,,86.426592798,86.531365314,86.055706221,86.438619925,86.60561583,86.458385092,85.869565217,86.4175
2025-W30,AZ Phoenix,AM,Quality,103.3,,84.972677596,85.082872928,85.139414429,84.459047994,83.549530845,82.508218528,81.52173913,84.9575
2025-W31,AZ Phoenix,AM,Quality,91.21,,85.83106267,85.477941176,85.254341888,84.959808487,84.843681405,85.067558681,85.714285714,85.83
2025-W32,AZ Phoenix,AM,Quality,87.78,,89.071038251,88.138686131,88.861639065,92.282856258,95.899425896,99.644593702,103.296703297,89.1
2025-W33,AZ Phoenix,AM,Quality,94.32,,90.410958904,89.617486339,89.330947189,91.853642047,93.086680324,92.896533202,91.208791209,90.43499999999999
2025-W34,AZ Phoenix,AM,Quality,95.56,,92.011019284,89.213893967,89.023114489,90.235029231,89.916175414,88.810679737,87.777777778,92.0
2025-W35,AZ Phoenix,AM,Quality,93.48,,94.166666667,90.607734807,90.055666719,91.839278304,92.528628477,93.194745447,94.318181818,94.1525
2025-W36,AZ Phoenix,AM,Quality,94.25,,92.200557103,92.975970425,91.153155113,93.329849206,94.353149425,95.089962298,95.555555556,92.2175
2025-W37,AZ Phoenix,AM,Quality,84.09,,92.777777778,94.280442804,91.625553308,93.390096019,93.822651567,93.794088156,93.47826087,92.785
2025-W38,AZ Phoenix,AM,Quality,85.88,,94.397759104,92.750929368,92.134346198,93.726726468,94.076083224,94.157327426,94.252873563,94.4025
2025-W39,AZ Phoenix,AM,Quality,84.09,,91.8767507,91.588785047,90.552275689,89.903465663,88.101652342,86.102499826,84.090909091,91.845
2025-W40,AZ Phoenix,AM,Quality,89.83,,89.488636364,91.320754717,89.656083224,88.336122394,86.790104467,85.927609229,85.882352941,89.425
2024-W12,AZ Phoenix,AM,Shipping,85.61,,,,87.68115942,87.68115942,87.68115942,87.68115942,87.68115942,88.14
2024-W13,AZ Phoenix,AM,Shipping,83.57,,,,87.68115942,87.68115942,87.68115942,87.68115942,87.68115942,87.91
2024-W14,AZ Phoenix,AM,Shipping,88.15,,,,87.264833575,86.849710983,86.435786436,86.023054755,85.611510791,87.14333333333333
2024-W15,AZ Phoenix,AM,Shipping,82.35,,86.168224299,,86.518475751,85.529344074,84.71026965,84.058385804,83.571428571,86.25
2024-W16,AZ Phoenix,AM,Shipping,82.44,,86.231884058,,86.837676281,86.558388637,86.746212786,87.307284924,88.148148148,86.2525
2024-W17,AZ Phoenix,AM,Shipping,81.06,,84.909090909,85.856079404,85.95037475,84.886711717,84.116252318,83.343530132,82.352941176,84.92
2024-W18,AZ Phoenix,AM,Shipping,78.79,,84.132841328,84.981684982,85.275547441,83.934654766,83.128171475,82.628353382,82.442748092,84.1275
2024-W19,AZ Phoenix,AM,Shipping,86.82,,83.520599251,83.886838868,84.453400442,82.798016928,81.891843833,81.374151876,81.060606061,83.5
2024-W20,AZ Phoenix,AM,Shipping,78.79,,81.167608286,82.754342432,83.34281855,81.204878896,80.031999064,79.305132202,78.787878788,81.16
2024-W21,AZ Phoenix,AM,Shipping,86.67,,82.251908397,83.270440252,84.014933556,83.411535088,84.066046974,85.290552331,86.821705426,82.2775
2024-W22,AZ Phoenix,AM,Shipping,89.63,,81.333333333,81.691919192,82.979199202,81.556530576,80.882475204,80.069427466,78.787878788,81.36500000000001
2024-W23,AZ Phoenix,AM,Shipping,94.78,,82.765151515,82.427307206,83.724495709,83.631894055,84.391366661,85.374569807,86.666666667,82.7675
2024-W24,AZ Phoenix,AM,Shipping,92.54,,85.49905838,83.647798742,84.91549802,86.05290236,87.548134611,88.782131243,89.62962963,85.47749999999999
2024-W25,AZ Phoenix,AM,Shipping,89.31,,87.5,85.947302384,86.889162639,89.545660618,91.87963195,93.571168931,94.776119403,87.4675
