WEEK_NUMBER,WORK_LOCATION,SHIFT_TIME,DEPARTMENT_GROUP,WEEKLY_ATTENDANCE_RATE,FOUR_WEEK_ROLLING_AVG,SIX_WEEK_ROLLING_AVG,EXPONENTIAL_SMOOTHING_0_2,EXPONENTIAL_SMOOTHING_0_4,EXPONENTIAL_SMOOTHING_0_6,EXPONENTIAL_SMOOTHING_0_8,EXPONENTIAL_SMOOTHING_1
2025-W39,TX Irving,AM,Warehouse,95.5,91.304347826,90.582314881,88.928075619,90.64531295,90.889681691,91.000219577,91.479820628
2025-W39,NJ Newark Lister Ave,PM,Warehouse,84.21,86.292134831,86.156111929,86.451864617,85.916165404,85.28443992,84.550251729,83.928571429
2025-W39,AZ Phoenix,AM,Shipping,84.62,89.433962264,88.778054863,87.055924705,85.947195318,84.044937328,82.409822987,81.25
2025-W39,TX Irving,PM,Warehouse,105.36,105.124450952,104.808635918,99.466484081,104.119099509,105.339719876,106.160147243,107.602339181
2025-W39,NJ Swedesboro Commerce Blvd,AM,Warehouse,85.96,89.679715302,86.854460094,87.763538628,88.150256911,87.919693112,87.094182528,86.153846154
2025-W39,NJ Swedesboro Commerce Blvd,AM,Production,90.71,88.093550673,88.256397991,88.73121938,88.192078808,87.786918529,87.236676496,86.486486486
2025-W39,CO Aurora,AM,Shipping,100,95.348837209,96.96969697,95.238553219,95.01690722,95.09614898,96.597936636,100
2025-W39,TX Irving,AM,Shipping,89.08,95.661605206,97.546897547,92.340962809,92.405819423,90.160533785,88.348193402,87.826086957
2025-W39,NJ Swedesboro Commerce Blvd,PM,Production,89.83,91.711229947,90.560681334,90.661546355,91.324107985,91.477825003,91.217426602,90.752688172
2025-W39,NJ Swedesboro Commerce Blvd,PM,Shipping,91.67,88.888888889,88.414634146,90.762814812,91.545168103,92.940337927,93.561034368,92.857142857
2025-W39,NJ Newark Lister Ave,PM,Shipping,77.34,86.643835616,88.206979543,87.397563995,86.586759868,86.297389198,86.567078021,87.254901961
2025-W39,AZ Phoenix,PM,Warehouse,95.65,88.163265306,89.910979228,89.470165834,87.966888169,86.891226777,86.001852807,85.294117647
2025-W39,NJ Newark Lister Ave,PM,Quality,84.56,97.402597403,100.870646766,97.538978303,97.9793623,97.361003379,97.084020134,97.037037037
2025-W39,CO Aurora,AM,Quality,91.67,93,91.25,91.474731029,94.933491961,96.819490788,97.022708992,95.833333333
2025-W39,TX Irving,PM,Quality,100,101.305483029,97.966101695,96.372077836,99.596505964,101.008385707,101.969112115,103.125
2025-W39,CO Aurora,PM,Warehouse,93.75,90.625,89.130434783,86.470208466,88.820111199,89.913807549,90.402396339,90.909090909
2025-W39,TX Irving,PM,Shipping,88.89,96.147110333,95.18213866,93.676649596,97.35633157,99.691932387,101.666877764,103.597122302
2025-W39,NJ Swedesboro Commerce Blvd,PM,Quality,81.25,83.783783784,85.714285714,84.304882271,81.848274956,79.54471226,77.681842515,76.086956522
2025-W39,TX Irving,PM,Production,95.54,97.676633022,99.263448639,95.407746318,97.429427367,97.424546509,97.676588336,98.5218034
2025-W39,AZ Phoenix,AM,Quality,84.09,91.8767507,91.588785047,90.552275689,89.903465663,88.101652342,86.102499826,84.090909091
2025-W39,AZ Phoenix,PM,Quality,92.31,91.262135922,92.13836478,89.236320438,90.228004573,89.044096044,87.546146294,86.274509804
2025-W39,CO Aurora,PM,Production,90.91,89.473684211,89.766606822,88.804160789,89.918449929,91.197114761,92.949921292,95.454545455
2025-W39,NJ Newark Lister Ave,AM,Production,91.49,89.850796594,90.554918972,90.180253051,90.095552208,90.082733739,90.152831016,90.255871013
2025-W39,NJ Newark Lister Ave,AM,Quality,89.85,87.416331995,88.701067616,87.721398297,87.373401458,86.35443233,85.406404267,84.816753927
2025-W38,TX Irving,AM,Warehouse,87.5,91.657754011,89.964412811,88.330336657,90.112696486,90.036602646,89.144537872,87.826086957
2025-W38,NJ Newark Lister Ave,PM,Production,88.28,86.865021771,87.038446898,87.489762856,87.0074519,86.810830552,86.685361489,86.494782075
2025-W38,NJ Swedesboro Commerce Blvd,AM,Quality,96.88,88.163265306,89.807162534,89.221703452,90.254841482,91.227438677,91.930684136,91.666666667
2025-W38,NJ Newark Lister Ave,AM,Warehouse,90.41,88.375,89.879931389,89.513121288,89.182236091,89.281363414,89.885607728,90.740740741
2025-W38,CO Aurora,PM,Warehouse,93.75,89.285714286,85.714285714,85.063208899,86.75054277,87.729067798,87.532438813,87.5
2025-W38,CO Aurora,AM,Shipping,100,95.652173913,95.52238806,94.172733584,92.301499166,89.139104206,85.502171127,81.818181818
2025-W38,CO Aurora,PM,Shipping,100,85.714285714,90.909090909,90.396733002,89.029435393,90.452595507,94.782558746,100
2025-W38,AZ Phoenix,AM,Warehouse,83.47,88.14229249,87.088274045,88.717516185,89.38904487,90.866924221,92.571843602,94.35483871
2025-W38,NJ Swedesboro Commerce Blvd,AM,Shipping,75,91.666666667,92.907801418,90.636322398,89.828370821,87.890953027,85.698979355,83.333333333
2025-W38,AZ Phoenix,AM,Shipping,88.75,91.73553719,89.817232376,88.846801016,89.934855307,89.350674638,88.094718557,86.956521739
2025-W38,CO Aurora,AM,Quality,91.67,91.262135922,90.11627907,90.609242541,94.38550612,98.253269779,101.748204177,104.166666667
2025-W38,NJ Newark Lister Ave,PM,Quality,100.74,99.626865672,101.98019802,97.662724534,98.606102792,97.845312263,97.270785408,97.058823529
2025-W38,AZ Phoenix,PM,Production,78.03,75.839243499,76.627712855,77.876654304,75.462557495,74.288366693,73.261713944,72.06405694
2025-W38,NJ Newark Lister Ave,AM,Shipping,88.94,88.618925831,89.728353141,89.770205973,88.701293684,88.266026461,88.46629548,89.304812834
2025-W38,NJ Swedesboro Commerce Blvd,AM,Production,87.25,88.178913738,89.220811551,89.311531791,89.350698213,89.770213032,90.323730782,90.746268657
2025-W38,CO Aurora,PM,Production,94.32,87.262872629,88.132635253,87.27497363,86.399940514,84.99290283,83.114647817,80.898876404
2025-W38,TX Irving,AM,Quality,89.47,92.153284672,90.843373494,89.941203829,91.892670899,92.680820283,92.881050107,93.181818182
2025-W38,CO Aurora,AM,Production,85.92,89.214285714,89.282341832,88.954973893,89.066212602,89.267087391,89.662774631,90.168539326
2025-W38,NJ Swedesboro Commerce Blvd,PM,Quality,83.33,84.699453552,88.560885609,86.371127568,85.65892977,84.607886837,83.83660316,83.333333333
2025-W38,NJ Newark Lister Ave,AM,Quality,87.37,90.348525469,89.670525378,88.45703074,89.126742108,88.745621937,87.862685003,86.338797814
2025-W38,TX Irving,PM,Warehouse,99.39,104.558823529,101.081612586,97.544314067,101.812025888,101.961472298,100.440903414,98.265895954
2025-W38,TX Irving,PM,Quality,100,99.744245524,94.983277592,94.7617096,97.283119077,97.853697333,97.371551581,96.907216495
2025-W38,NJ Newark Lister Ave,PM,Warehouse,85.84,86.888888889,86.695906433,87.063313248,87.21913451,87.280446041,86.97716783,86.086956522
2025-W38,TX Irving,AM,Shipping,80,101.079913607,96.834532374,93.465037795,95.439878422,93.651448981,90.433471245,86.956521739
2025-W38,NJ Swedesboro Commerce Blvd,PM,Warehouse,86.49,81.875,84.126984127,83.208441835,84.473517226,86.424712959,88.803612646,90.909090909
2025-W38,AZ Phoenix,PM,Shipping,90.38,87.790697674,86.231884058,86.255447431,85.20508362,83.547073364,80.985043953,78.048780488
2025-W38,AZ Phoenix,PM,Quality,92.31,94.786729858,92.592592593,89.928038364,92.821281664,93.250584761,92.79315846,91.836734694
2025-W38,AZ Phoenix,AM,Production,83.84,84.306670357,84.237165582,84.617124254,84.10323438,83.908263973,83.714507733,83.520179372
2025-W38,CO Aurora,PM,Quality,83.33,85.714285714,83.561643836,82.71221469,80.95419002,78.268829852,75.930687221,75
2025-W38,TX Irving,PM,Shipping,89.36,95.27145359,91.920374707,91.083933786,93.295021452,94.045168616,94.25164374,94.482758621
2025-W38,TX Irving,PM,Production,87.19,98.563840252,99.661567619,94.563964017,96.664291479,95.740442789,94.278680065,92.736610418
2025-W38,AZ Phoenix,PM,Warehouse,79.03,90.610328638,90.303030303,90.701496535,90.071528015,89.653359931,89.196511657,88.524590164
2025-W38,TX Irving,AM,Production,87.91,96.594795539,97.23530001,93.503025938,95.023629384,94.120944273,92.821332156,91.689905187
2025-W38,NJ Swedesboro Commerce Blvd,PM,Shipping,78.57,87.037037037,89.024390244,90.214732525,90.644335388,93.068208561,96.415751865,100
2025-W38,AZ Phoenix,AM,Quality,85.88,94.397759104,92.750929368,92.134346198,93.726726468,94.076083224,94.157327426,94.252873563
2025-W38,CO Aurora,AM,Warehouse,88.37,90.740740741,86.93877551,87.844908926,90.263067557,91.870350816,92.661660934,93.023255814
2025-W38,NJ Swedesboro Commerce Blvd,AM,Warehouse,93.85,88.541666667,86.182669789,88.12041957,89.363300422,90.350903253,90.570202042,90
2025-W38,NJ Newark Lister Ave,AM,Production,90.24,89.846851957,90.564780363,90.162143831,89.993737276,89.832863709,89.751069436,89.706390328
2025-W38,NJ Newark Lister Ave,PM,Shipping,92.37,87.550200803,87.533156499,87.449282195,85.921733798,84.255189262,82.926795571,81.927710843
2025-W38,NJ Swedesboro Commerce Blvd,PM,Production,89.32,90.76433121,90.145338532,90.638749727,91.70778861,92.58839129,93.154091353,93.348623853
2025-W37,TX Irving,AM,Warehouse,91.48,91.044776119,89.681978799,88.45114868,91.605387418,93.302716749,94.357435082,95.25862069
2025-W37,NJ Swedesboro Commerce Blvd,AM,Shipping,87.5,94.791666667,93.525179856,92.473199393,94.203484091,94.745947565,95.163339266,95.833333333
2025-W37,NJ Swedesboro Commerce Blvd,AM,Quality,93.33,88.979591837,89.722222222,88.622048159,89.328452543,90.578050781,92.977320551,96.666666667
2025-W37,TX Irving,AM,Quality,92.48,91.202872531,88.796185936,89.174997564,91.07472864,91.9602958,91.720260316,90.441176471
2025-W37,NJ Swedesboro Commerce Blvd,PM,Warehouse,78.05,82.584269663,82.462686567,81.804938207,81.12536468,80.864047951,81.464116051,83.333333333
2025-W37,AZ Phoenix,AM,Quality,84.09,92.777777778,94.280442804,91.625553308,93.390096019,93.822651567,93.794088156,93.47826087
2025-W37,AZ Phoenix,PM,Shipping,90.63,88.75739645,85.106382979,87.957097062,89.353563441,90.617259962,90.771094213,90
2025-W37,AZ Phoenix,PM,Warehouse,85.29,91.826923077,90.828402367,91.285767689,91.209438258,91.499501022,92.058231006,93.103448276
2025-W37,NJ Newark Lister Ave,PM,Shipping,87.25,90.889370933,89.182389937,89.154851686,89.697553237,89.539102128,89.132077557,88.679245283
2025-W37,CO Aurora,AM,Production,91.81,88.555078684,88.904627007,88.643797547,88.295749239,87.796066898,87.357940955,87.162162162
2025-W37,NJ Swedesboro Commerce Blvd,AM,Production,86.49,88.105413105,89.241138293,88.959305013,88.464242939,88.414524575,88.786693721,89.410187668
2025-W37,CO Aurora,PM,Shipping,100,85.714285714,90.476190476,88.556205375,80.523881629,70.108868119,60.000638065,50
2025-W37,NJ Newark Lister Ave,PM,Warehouse,83.93,86.725663717,86.569343066,87.305954788,87.986157674,89.105562028,90.575569139,92.24137931
2025-W37,TX Irving,AM,Shipping,87.83,102.591792657,95.845272206,95.083807128,101.036739664,103.617082848,104.237079474,104.310344828
2025-W37,CO Aurora,AM,Shipping,100,100,98.4375,97.634424261,99.279060147,99.844989696,99.988374163,100
2025-W37,TX Irving,PM,Production,98.52,101.289134438,99.415936587,95.074484249,99.548000913,100.609730728,100.851767335,101.239349342
2025-W37,NJ Swedesboro Commerce Blvd,PM,Production,90.75,89.880020866,89.726270885,90.012906242,90.711703779,91.562343049,92.45845853,93.265306122
2025-W37,CO Aurora,AM,Warehouse,95.45,86.503067485,85.477178423,86.44257838,88.229240724,89.888884835,90.941319585,91.428571429
2025-W37,AZ Phoenix,AM,Production,86.57,83.952611739,84.342152954,84.896662148,84.486436301,84.482347441,84.485235151,84.392419175
2025-W37,NJ Newark Lister Ave,PM,Production,89.63,87.132197663,87.837708831,87.728319445,87.330430332,87.262550366,87.421671028,87.724550898
2025-W37,AZ Phoenix,PM,Production,80.36,77.268195414,78.499278499,79.740606126,78.023712333,77.894256261,78.39818605,79.303675048
2025-W37,AZ Phoenix,PM,Quality,86.27,93.577981651,91.265060241,89.510447529,93.419946898,95.232974912,96.454361723,98
2025-W37,TX Irving,PM,Quality,103.13,96.977329975,94.049586777,94.249375978,97.531096081,99.287620703,99.273729512,97.872340426
2025-W37,NJ Newark Lister Ave,AM,Quality,84.82,90.266666667,89.691629956,88.967277479,90.941214407,92.295877627,93.891607988,96.195652174
2025-W37,CO Aurora,PM,Warehouse,90.91,88.888888889,76.086956522,84.512199194,86.179815208,88.133786427,87.684171092,85.714285714
2025-W37,NJ Newark Lister Ave,AM,Shipping,90.32,89.14919852,90.436933223,89.874000321,88.34499569,86.930750154,85.659671111,84.304932735
2025-W37,CO Aurora,PM,Production,95.45,90.526315789,87.628865979,88.732324679,89.853423905,90.872888053,91.670413859,92.391304348
2025-W37,CO Aurora,AM,Quality,95.83,87.5,88.043478261,88.048824088,88.753839461,90.034596018,92.391244222,95.833333333
2025-W37,TX Irving,PM,Warehouse,107.6,105.777777778,99.901283317,97.373712636,104.196368298,107.603178645,109.273493945,110.526315789
2025-W37,AZ Phoenix,AM,Shipping,81.25,91.666666667,89.839572193,89.357898267,92.268609363,93.894623358,94.324073227,93.47826087
2025-W37,NJ Newark Lister Ave,AM,Warehouse,87.5,90.052356021,89.487632509,89.176068224,87.993847534,86.720429967,85.801540539,85.393258427
2025-W37,AZ Phoenix,AM,Warehouse,86.89,86.744639376,86.411609499,87.336413077,86.1452419,85.70146838,85.460669272,85.365853659
2025-W37,TX Irving,AM,Production,94.39,98.931949954,96.856881294,93.992504235,97.436601881,98.055502047,97.665263912,96.863905325
2025-W37,NJ Swedesboro Commerce Blvd,PM,Shipping,92.86,84.259259259,87.804878049,87.623632022,84.089706347,82.004737376,81.023245096,80.769230769
2025-W37,CO Aurora,PM,Quality,91.67,87.755102041,84.931506849,84.623022836,84.876634913,83.133160027,79.643535179,75
2025-W37,NJ Swedesboro Commerce Blvd,PM,Quality,76.09,88.826815642,89.513108614,87.178110223,87.302651512,86.611371166,85.919097707,85.106382979
2025-W37,NJ Swedesboro Commerce Blvd,AM,Warehouse,86.15,86.254295533,86.556603774,87.676634547,88.951743399,90.862342067,92.797636513,94.366197183
2025-W37,NJ Newark Lister Ave,AM,Production,90.26,90.81803005,90.271219941,90.272126892,90.174882843,90.011715199,89.920469884,89.963803883
2025-W37,TX Irving,PM,Shipping,103.6,93.298059965,90.011750881,90.135851313,92.478762802,93.379539023,93.318536341,93.055555556
2025-W37,NJ Newark Lister Ave,PM,Quality,97.04,102.814258912,101.600985222,97.812464919,99.646316166,99.036932607,98.123535399,97.794117647
2025-W36,AZ Phoenix,PM,Warehouse,88.52,90.047393365,89.625360231,90.819481405,89.839897704,88.859762841,87.604914721,86.206896552
2025-W36,AZ Phoenix,PM,Quality,91.84,91.555555556,89.020771513,87.664550865,90.703638104,91.530534226,90.93495876,89.285714286
2025-W36,AZ Phoenix,AM,Quality,94.25,92.200557103,92.975970425,91.153155113,93.329849206,94.353149425,95.089962298,95.555555556
2025-W36,NJ Swedesboro Commerce Blvd,AM,Quality,91.67,87.654320988,86.980609418,86.658318306,84.563425421,81.76585687,78.856308328,76.19047619
2025-W36,TX Irving,PM,Quality,96.91,93.857493857,92.833876221,93.426294117,97.318759684,101.301325695,104.67430967,107.291666667
2025-W36,AZ Phoenix,PM,Production,72.06,77.244258873,79.485179407,79.875573003,77.112099558,75.810442843,75.010790704,74.350086655
2025-W36,NJ Newark Lister Ave,AM,Quality,86.34,88.888888889,87.772925764,87.230119371,87.544510915,86.607870328,84.92454439,82.53968254
2025-W36,CO Aurora,PM,Quality,75,87.755102041,86.301369863,87.001940627,91.332097652,95.093689711,97.973279306,100
2025-W36,NJ Newark Lister Ave,PM,Warehouse,86.09,85.430463576,86.608442504,86.067911051,85.02889325,84.053659205,83.214190197,82.352941176
2025-W36,NJ Newark Lister Ave,AM,Production,89.71,90.921891825,90.382007233,90.350493357,90.313885876,90.081752107,89.751364899,89.499349805
2025-W36,NJ Swedesboro Commerce Blvd,AM,Shipping,83.33,94.623655914,92.647058824,91.626755098,93.097928866,93.103750235,92.48084638,91.666666667
2025-W36,NJ Swedesboro Commerce Blvd,PM,Quality,83.33,90.909090909,90.151515152,87.722499463,88.862245204,89.022207272,89.391594783,90.909090909
2025-W36,NJ Swedesboro Commerce Blvd,AM,Production,90.75,88.773548635,89.637170452,88.833111413,87.766934785,86.799645003,86.127748105,85.775248933
2025-W36,NJ Swedesboro Commerce Blvd,AM,Warehouse,90,83.216783217,86.935866983,86.091283268,85.440656893,85.792491439,86.809048325,88
2025-W36,AZ Phoenix,PM,Shipping,78.05,87.027027027,85.423728814,87.439033021,88.877387355,91.656016723,94.120941676,95.918367347
2025-W36,NJ Newark Lister Ave,PM,Quality,97.06,104.291044776,100.122100122,97.817004936,100.898558436,100.948836484,99.480203996,97.727272727
2025-W36,TX Irving,AM,Quality,93.18,90.391459075,87.957497048,88.868512557,91.483590476,94.170943192,96.688962395,99.285714286
2025-W36,TX Irving,PM,Shipping,94.48,90.973451327,89.075630252,89.304572002,92.078769622,93.874221235,94.383169838,93.706293706
2025-W36,CO Aurora,AM,Production,90.17,89.495225102,89.738891434,88.948468473,88.902624104,88.548420571,87.970545083,87.172774869
2025-W36,TX Irving,PM,Warehouse,98.27,99.40564636,96.138996139,94.349347897,99.998102814,103.15238771,104.173264698,104.166666667
2025-W36,NJ Newark Lister Ave,PM,Production,86.49,87.002358163,88.058699405,87.729241853,87.081078723,86.608341256,86.267316194,85.987261146
2025-W36,TX Irving,AM,Production,91.69,98.861538462,94.817540632,93.258587757,97.833486928,99.920829237,101.017396669,102.045877247
2025-W36,TX Irving,AM,Shipping,86.96,97.413793103,92.067988669,92.767033957,98.860786718,102.574623033,103.942341371,103.47826087
2025-W36,CO Aurora,AM,Shipping,81.82,97.777777778,98.305084746,96.950962912,98.799729329,99.626528571,99.945561447,100
2025-W36,NJ Swedesboro Commerce Blvd,PM,Shipping,100,88.181818182,89.759036145,89.302094663,86.215644847,83.803515135,82.023917267,80.769230769
2025-W36,AZ Phoenix,AM,Warehouse,94.35,85.7421875,86.821705426,87.811971678,86.640982573,86.179674286,85.820024012,85.384615385
2025-W36,NJ Newark Lister Ave,PM,Shipping,81.93,89.211618257,89.814814815,89.243961309,90.275842349,90.725871218,90.869039039,90.740740741
2025-W36,CO Aurora,PM,Warehouse,87.5,85.185185185,76.086956522,84.286146595,86.489907887,92.0544058,96.571299829,100
2025-W36,CO Aurora,PM,Production,80.9,88.775510204,87.62541806,87.879530136,88.235153826,88.652660345,88.817373774,89.130434783
2025-W36,CO Aurora,AM,Warehouse,93.02,84.431137725,84.4,85.37511719,86.430758793,87.932717974,89.26780051,90
2025-W36,CO Aurora,PM,Shipping,100,93.75,96.428571429,91.757437513,89.775300337,85.042790084,80.000152961,75
2025-W36,AZ Phoenix,AM,Shipping,86.96,89.925373134,88.321167883,88.663607621,91.716382249,94.321298281,96.607813046,98.571428571
2025-W36,TX Irving,PM,Production,92.74,101.225438411,96.369543721,93.418942751,98.336989784,99.60754493,99.226261801,98.47266881
2025-W36,TX Irving,AM,Warehouse,87.83,89.183457052,88.318085855,86.81956899,89.219381512,90.415437533,90.805306583,90.638297872
2025-W36,NJ Swedesboro Commerce Blvd,PM,Warehouse,90.91,83.06010929,81.754385965,81.515846187,79.985228095,77.952519433,75.526679033,73.333333333
2025-W36,NJ Newark Lister Ave,AM,Warehouse,90.74,90.67357513,90.443686007,90.012102439,89.567712965,88.541483506,87.311393237,86.170212766
